city,city_ascii,lat,lng,country,iso2,iso3,capital,admin_name,population,id
Borba,Borba,-4.3878,-59.5939,Brazil,BR,BRA,Amazonas,,41748.0,1076143096
Paranaíba,Paranaiba,-19.6769,-51.1908,Brazil,BR,BRA,Mato Grosso do Sul,,41626.0,1076355277
Almenara,Almenara,-16.1005,-40.7101,Brazil,BR,BRA,Minas Gerais,,41552.0,1076953924
Morrinhos,Morrinhos,-17.7319,-49.1008,Brazil,BR,BRA,Goiás,,41460.0,1076391164
Novo Horizonte,Novo Horizonte,-21.4678,-49.2208,Brazil,BR,BRA,São Paulo,,41414.0,1076842025
Girau do Ponciano,Girau do Ponciano,-9.8839,-36.8289,Brazil,BR,BRA,Alagoas,,41237.0,1076704674
São Mateus do Sul,Sao Mateus do Sul,-25.8739,-50.3828,Brazil,BR,BRA,Paraná,,41257.0,1076883402
São Manuel,Sao Manuel,-22.7308,-48.5708,Brazil,BR,BRA,São Paulo,,41123.0,1076604538
Paraíba do Sul,Paraiba do Sul,-22.1619,-43.2928,Brazil,BR,BRA,Rio de Janeiro,,41084.0,1076715765
Jeremoabo,Jeremoabo,-10.0669,-38.35,Brazil,BR,BRA,Bahia,,41100.0,1076509996
Mucuri,Mucuri,-18.0858,-39.5508,Brazil,BR,BRA,Bahia,,41068.0,1076403815
Dois Vizinhos,Dois Vizinhos,-25.75,-53.0569,Brazil,BR,BRA,Paraná,,41038.0,1076157751
Osório,Osorio,-29.8869,-50.27,Brazil,BR,BRA,Rio Grande do Sul,,40906.0,1076367566
Inhambupe,Inhambupe,-11.7839,-38.3528,Brazil,BR,BRA,Bahia,,40915.0,1076169385
Barreiros,Barreiros,-8.8167,-35.2,Brazil,BR,BRA,Pernambuco,,40732.0,1076661261
Mangaratiba,Mangaratiba,-22.96,-44.0408,Brazil,BR,BRA,Rio de Janeiro,,40779.0,1076292553
Promissão,Promissao,-21.5369,-49.8583,Brazil,BR,BRA,São Paulo,,40828.0,1076199684
Rio Real,Rio Real,-11.4833,-37.9344,Brazil,BR,BRA,Bahia,,40809.0,1076770840
Caeté,Caete,-19.88,-43.67,Brazil,BR,BRA,Minas Gerais,,40750.0,1076979149
São Bento,Sao Bento,-2.6958,-44.8208,Brazil,BR,BRA,Maranhão,,40736.0,1076246119
Barra de São Francisco,Barra de Sao Francisco,-18.755,-40.8908,Brazil,BR,BRA,Espírito Santo,,40649.0,1076442914
Nanuque,Nanuque,-17.8389,-40.3539,Brazil,BR,BRA,Minas Gerais,,40665.0,1076083471
Santo Antônio de Pádua,Santo Antonio de Padua,-21.5389,-42.18,Brazil,BR,BRA,Rio de Janeiro,,40589.0,1076879205
Xinguara,Xinguara,-7.095,-49.9458,Brazil,BR,BRA,Pará,,40573.0,1076290442
Augusto Correa,Augusto Correa,-1.0219,-46.645,Brazil,BR,BRA,Pará,,40497.0,1076227930
Andradas,Andradas,-22.0678,-46.5689,Brazil,BR,BRA,Minas Gerais,,40407.0,1076414147
Sirinhaém,Sirinhaem,-8.5908,-35.1158,Brazil,BR,BRA,Pernambuco,,40296.0,1076674219
Imbituba,Imbituba,-28.24,-48.67,Brazil,BR,BRA,Santa Catarina,,40170.0,1076391605
Tietê,Tiete,-23.1019,-47.715,Brazil,BR,BRA,São Paulo,,40194.0,1076154000
Águas Belas,Aguas Belas,-9.1167,-37.1167,Brazil,BR,BRA,Pernambuco,,40235.0,1076330876
Tarauacá,Tarauaca,-8.1608,-70.7658,Brazil,BR,BRA,Acre,,40024.0,1076894557
Pojuca,Pojuca,-12.3659,-38.2433,Brazil,BR,BRA,Bahia,,39972.0,1076704575
São José de Mipibu,Sao Jose de Mipibu,-6.075,-35.2378,Brazil,BR,BRA,Rio Grande do Norte,,39776.0,1076063132
Rio Negrinho,Rio Negrinho,-26.2539,-49.5178,Brazil,BR,BRA,Santa Catarina,,39846.0,1076110694
Guaíra,Guaira,-20.3178,-48.3108,Brazil,BR,BRA,São Paulo,,39813.0,1076361005
Santo Antônio,Santo Antonio,-29.8178,-50.52,Brazil,BR,BRA,Rio Grande do Sul,,39685.0,1076978577
Socorro,Socorro,-22.5908,-46.5289,Brazil,BR,BRA,São Paulo,,39565.0,1076716761
Rosário,Rosario,-2.9339,-44.235,Brazil,BR,BRA,Maranhão,,39576.0,1076804900
Arcos,Arcos,-20.2914,-45.5397,Brazil,BR,BRA,Minas Gerais,,39537.0,1076650376
Oliveira,Oliveira,-20.6958,-44.8269,Brazil,BR,BRA,Minas Gerais,,39466.0,1076723364
Benjamin Constant,Benjamin Constant,-4.3755,-70.0318,Brazil,BR,BRA,Amazonas,,39484.0,1076933556
Presidente Venceslau,Presidente Venceslau,-21.8761,-51.8439,Brazil,BR,BRA,São Paulo,,39407.0,1076627824
Santa Maria da Boa Vista,Santa Maria da Boa Vista,-8.8089,-39.825,Brazil,BR,BRA,Pernambuco,,39435.0,1076034588
Canela,Canela,-29.3658,-50.8158,Brazil,BR,BRA,Rio Grande do Sul,,39229.0,1076049094
São Francisco do Conde,Sao Francisco do Conde,-12.6278,-38.68,Brazil,BR,BRA,Bahia,,39329.0,1076969118
Rosário do Sul,Rosario do Sul,-30.2578,-54.9139,Brazil,BR,BRA,Rio Grande do Sul,,39314.0,1076900712
Salinas,Salinas,-16.1185,-42.174,Brazil,BR,BRA,Minas Gerais,,39178.0,1076633358
Jacarèzinho,Jacarezinho,-23.1608,-49.9689,Brazil,BR,BRA,Paraná,,39121.0,1076955757
Tuntum,Tuntum,-5.2578,-44.6489,Brazil,BR,BRA,Maranhão,,39183.0,1076818343
Colinas,Colinas,-6.0258,-44.2489,Brazil,BR,BRA,Maranhão,,39132.0,1076657010
São Mateus do Maranhão,Sao Mateus do Maranhao,-4.04,-44.47,Brazil,BR,BRA,Maranhão,,39093.0,1076550429
Santa Helena,Santa Helena,-2.2308,-45.3,Brazil,BR,BRA,Maranhão,,39110.0,1076790462
Itabaianinha,Itabaianinha,-11.2739,-37.79,Brazil,BR,BRA,Sergipe,,38910.0,1076633750
Altos,Altos,-5.0389,-42.4608,Brazil,BR,BRA,Piauí,,38822.0,1076874326
Campina Grande do Sul,Campina Grande do Sul,-25.3058,-49.055,Brazil,BR,BRA,Paraná,,38769.0,1076807751
Simão Dias,Simao Dias,-10.7378,-37.8108,Brazil,BR,BRA,Sergipe,,38702.0,1076449666
Guariba,Guariba,-21.36,-48.2283,Brazil,BR,BRA,São Paulo,,38499.0,1076624279
Muaná,Muana,-1.5278,-49.2169,Brazil,BR,BRA,Pará,,38616.0,1076581165
Boa Esperança,Boa Esperanca,-21.09,-45.5658,Brazil,BR,BRA,Minas Gerais,,38516.0,1076371124
Itiúba,Itiuba,-10.6908,-39.8528,Brazil,BR,BRA,Bahia,,38492.0,1076953529
Américo Brasiliense,Americo Brasiliense,-21.7361,-48.1114,Brazil,BR,BRA,São Paulo,,38202.0,1076027153
Várzea Alegre,Varzea Alegre,-6.7889,-39.2958,Brazil,BR,BRA,Ceará,,38434.0,1076418638
Curuçá,Curuca,-0.7339,-47.855,Brazil,BR,BRA,Pará,,38391.0,1076098229
Dom Pedrito,Dom Pedrito,-30.9828,-54.6728,Brazil,BR,BRA,Rio Grande do Sul,,38339.0,1076917608
Pitangueiras,Pitangueiras,-21.0094,-48.2217,Brazil,BR,BRA,São Paulo,,38211.0,1076000181
Visconde do Rio Branco,Visconde do Rio Branco,-21.0103,-42.8406,Brazil,BR,BRA,Minas Gerais,,37942.0,1076854756
Amambaí,Amambai,-23.1039,-55.2258,Brazil,BR,BRA,Mato Grosso do Sul,,38030.0,1076013576
Catende,Catende,-8.6669,-35.7169,Brazil,BR,BRA,Pernambuco,,37820.0,1076237989
Bom Jardim,Bom Jardim,-7.7958,-35.5869,Brazil,BR,BRA,Pernambuco,,37826.0,1076905890
Amarante do Maranhão,Amarante do Maranhao,-5.5669,-46.7419,Brazil,BR,BRA,Maranhão,,37932.0,1076306284
Amargosa,Amargosa,-13.03,-39.605,Brazil,BR,BRA,Bahia,,37807.0,1076608607
Ipueiras,Ipueiras,-4.5419,-40.7189,Brazil,BR,BRA,Ceará,,37862.0,1076672763
Santa Rita do Sapucaí,Santa Rita do Sapucai,-22.2519,-45.7028,Brazil,BR,BRA,Minas Gerais,,37754.0,1076403381
Guaraciaba do Norte,Guaraciaba do Norte,-4.1669,-40.7478,Brazil,BR,BRA,Ceará,,37775.0,1076780410
Esperantina,Esperantina,-3.9019,-42.2339,Brazil,BR,BRA,Piauí,,37767.0,1076676231
Curitibanos,Curitibanos,-27.2828,-50.5839,Brazil,BR,BRA,Santa Catarina,,37748.0,1076198267
Afuá,Afua,-0.1569,-50.3869,Brazil,BR,BRA,Pará,,37778.0,1076124321
São Gonçalo dos Campos,Sao Goncalo dos Campos,-12.4328,-38.9669,Brazil,BR,BRA,Bahia,,37554.0,1076071963
Bonito,Bonito,-8.47,-35.7289,Brazil,BR,BRA,Pernambuco,,37566.0,1076501019
Porteirinha,Porteirinha,-15.7428,-43.0278,Brazil,BR,BRA,Minas Gerais,,37627.0,1076606467
Rio Pardo,Rio Pardo,-29.99,-52.3778,Brazil,BR,BRA,Rio Grande do Sul,,37591.0,1076675236
Esplanada,Esplanada,-11.7958,-37.945,Brazil,BR,BRA,Bahia,,37578.0,1076376279
Igarapé-Açu,Igarape-Acu,-1.1269,-47.6178,Brazil,BR,BRA,Pará,,37547.0,1076684764
Salinópolis,Salinopolis,-0.6289,-47.3558,Brazil,BR,BRA,Pará,,37421.0,1076811443
São Fidélis,Sao Fidelis,-21.6458,-41.7469,Brazil,BR,BRA,Rio de Janeiro,,37543.0,1076411461
Paraty,Paraty,-23.2194,-44.7147,Brazil,BR,BRA,Rio de Janeiro,,37533.0,1076616643
Aliança,Alianca,-7.6028,-35.2308,Brazil,BR,BRA,Pernambuco,,37415.0,1076773543
Itarema,Itarema,-2.92,-39.915,Brazil,BR,BRA,Ceará,,37471.0,1076296454
Pedro II,Pedro II,-4.4338,-41.4534,Brazil,BR,BRA,Piauí,,37496.0,1076812228
Itaqui,Itaqui,-29.125,-56.5528,Brazil,BR,BRA,Rio Grande do Sul,,37489.0,1076882439
Agudos,Agudos,-22.4739,-48.9836,Brazil,BR,BRA,São Paulo,,37401.0,1076000779
José de Freitas,Jose de Freitas,-4.7558,-42.5758,Brazil,BR,BRA,Piauí,,37085.0,1076802708
Timbó,Timbo,-26.8228,-49.2719,Brazil,BR,BRA,Santa Catarina,,36774.0,1076339334
Autazes,Autazes,-3.5864,-59.1197,Brazil,BR,BRA,Amazonas,,37033.0,1076415677
Uruaçu,Uruacu,-14.525,-49.1408,Brazil,BR,BRA,Goiás,,36929.0,1076588964
Santaluz,Santaluz,-11.2558,-39.375,Brazil,BR,BRA,Bahia,,36915.0,1076830828
Pimenta Bueno,Pimenta Bueno,-11.6725,-61.1936,Brazil,BR,BRA,Rondônia,,36881.0,1076267246
Lajedo,Lajedo,-8.6639,-36.32,Brazil,BR,BRA,Pernambuco,,36628.0,1076183844
Araçuaí,Aracuai,-16.85,-42.07,Brazil,BR,BRA,Minas Gerais,,36712.0,1076501078
Barra Bonita,Barra Bonita,-22.4947,-48.5581,Brazil,BR,BRA,São Paulo,,36321.0,1076780548
São Paulo de Olivença,Sao Paulo de Olivenca,-3.45,-68.95,Brazil,BR,BRA,Amazonas,,36536.0,1076704300
Aparecida,Aparecida,-22.8472,-45.23,Brazil,BR,BRA,São Paulo,,36217.0,1076806368
Santa Helena de Goiás,Santa Helena de Goias,-17.8139,-50.5969,Brazil,BR,BRA,Goiás,,36469.0,1076150197
Camamu,Camamu,-13.945,-39.1039,Brazil,BR,BRA,Bahia,,36435.0,1076215451
Careiro,Careiro,-3.7678,-60.3689,Brazil,BR,BRA,Amazonas,,36435.0,1076439783
Oeiras,Oeiras,-7.025,-42.1308,Brazil,BR,BRA,Piauí,,36329.0,1076220246
São Miguel d’Oeste,Sao Miguel d'Oeste,-26.725,-53.5178,Brazil,BR,BRA,Santa Catarina,,36306.0,1076717099
Paiçandu,Paicandu,-23.4578,-52.0489,Brazil,BR,BRA,Paraná,,35936.0,1076005300
Itaitinga,Itaitinga,-3.9689,-38.5278,Brazil,BR,BRA,Ceará,,35817.0,1076730632
Itapicuru,Itapicuru,-11.3169,-38.2328,Brazil,BR,BRA,Bahia,,35987.0,1076288432
Fraiburgo,Fraiburgo,-27.0258,-50.9208,Brazil,BR,BRA,Santa Catarina,,35942.0,1076662614
Santa Cruz,Santa Cruz,-6.2289,-36.0228,Brazil,BR,BRA,Rio Grande do Norte,,35797.0,1076706078
Estreito,Estreito,-6.5608,-47.4508,Brazil,BR,BRA,Maranhão,,35835.0,1076867067
Várzea da Palma,Varzea da Palma,-17.5978,-44.7308,Brazil,BR,BRA,Minas Gerais,,35809.0,1076481562
Ouro Preto d’Oeste,Ouro Preto d'Oeste,-10.7481,-62.2158,Brazil,BR,BRA,Rondônia,,35737.0,1076571637
Garibaldi,Garibaldi,-29.2558,-51.5339,Brazil,BR,BRA,Rio Grande do Sul,,35440.0,1076481816
Bariri,Bariri,-22.0744,-48.7403,Brazil,BR,BRA,São Paulo,,35558.0,1076167446
Nova Cruz,Nova Cruz,-6.4778,-35.4339,Brazil,BR,BRA,Rio Grande do Norte,,35490.0,1076169350
José Bonifácio,Jose Bonifacio,-21.0528,-49.6878,Brazil,BR,BRA,São Paulo,,35538.0,1076809600
Toritama,Toritama,-8.0067,-36.0567,Brazil,BR,BRA,Pernambuco,,35554.0,1076597056
També,Tambe,-7.41,-35.1128,Brazil,BR,BRA,Pernambuco,,35398.0,1076207007
Charqueadas,Charqueadas,-29.955,-51.625,Brazil,BR,BRA,Rio Grande do Sul,,35320.0,1076933382
Rio Brilhante,Rio Brilhante,-21.8019,-54.5458,Brazil,BR,BRA,Mato Grosso do Sul,,35465.0,1076414627
Além Paraíba,Alem Paraiba,-21.8878,-42.7039,Brazil,BR,BRA,Minas Gerais,,35401.0,1076955526
Bom Jesus do Itabapoana,Bom Jesus do Itabapoana,-21.1339,-41.68,Brazil,BR,BRA,Rio de Janeiro,,35411.0,1076034658
Pilar,Pilar,-9.5972,-35.9567,Brazil,BR,BRA,Alagoas,,35295.0,1076033888
Riachão do Jacuípe,Riachao do Jacuipe,-11.81,-39.3819,Brazil,BR,BRA,Bahia,,35403.0,1076945082
Pilão Arcado,Pilao Arcado,-10.0018,-42.483,Brazil,BR,BRA,Bahia,,35428.0,1076876998
Pentecoste,Pentecoste,-3.7928,-39.27,Brazil,BR,BRA,Ceará,,35400.0,1076355140
Casimiro de Abreu,Casimiro de Abreu,-22.4808,-42.2039,Brazil,BR,BRA,Rio de Janeiro,,35347.0,1076781474
Ouro Branco,Ouro Branco,-20.5208,-43.6919,Brazil,BR,BRA,Minas Gerais,,35268.0,1076485763
Itaberaí,Itaberai,-16.02,-49.81,Brazil,BR,BRA,Goiás,,35371.0,1076044452
Guaramirim,Guaramirim,-26.4728,-49.0028,Brazil,BR,BRA,Santa Catarina,,35172.0,1076561116
Cansanção,Cansancao,-10.6708,-39.4978,Brazil,BR,BRA,Bahia,,35235.0,1076743191
Massapê,Massape,-3.5228,-40.3428,Brazil,BR,BRA,Ceará,,35191.0,1076000173
Curaçá,Curaca,-8.9919,-39.9078,Brazil,BR,BRA,Bahia,,35208.0,1076762736
Afogados da Ingazeira,Afogados da Ingazeira,-7.7508,-37.6342,Brazil,BR,BRA,Pernambuco,,35088.0,1076271045
Bodocó,Bodoco,-7.7778,-39.9408,Brazil,BR,BRA,Pernambuco,,35158.0,1076358937
Igarapé,Igarape,-20.07,-44.3019,Brazil,BR,BRA,Minas Gerais,,34851.0,1076387530
Nova Olinda do Norte,Nova Olinda do Norte,-3.8878,-59.0939,Brazil,BR,BRA,Amazonas,,35156.0,1076698345
Adamantina,Adamantina,-21.6847,-51.0733,Brazil,BR,BRA,São Paulo,,35048.0,1076252044
Armação dos Búzios,Armacao dos Buzios,-22.7469,-41.8819,Brazil,BR,BRA,Rio de Janeiro,,34477.0,1076574611
Aguaí,Aguai,-22.0603,-46.9736,Brazil,BR,BRA,São Paulo,,34863.0,1076299565
Barra do Choça,Barra do Choca,-14.8808,-40.5789,Brazil,BR,BRA,Bahia,,34853.0,1076410831
Feijó,Feijo,-8.1639,-70.3539,Brazil,BR,BRA,Acre,,34884.0,1076695082
Tôrres,Torres,-29.335,-49.7269,Brazil,BR,BRA,Rio Grande do Sul,,34656.0,1076421011
Santa Cruz das Palmeiras,Santa Cruz das Palmeiras,-21.8269,-47.2489,Brazil,BR,BRA,São Paulo,,34737.0,1076200565
Capelinha,Capelinha,-17.6908,-42.5158,Brazil,BR,BRA,Minas Gerais,,34803.0,1076950734
Castelo,Castelo,-20.6039,-41.185,Brazil,BR,BRA,Espírito Santo,,34747.0,1076313406
Apodi,Apodi,-5.6639,-37.7989,Brazil,BR,BRA,Rio Grande do Norte,,34763.0,1076092856
São Luís do Quitunde,Sao Luis do Quitunde,-9.3178,-35.5608,Brazil,BR,BRA,Alagoas,,34692.0,1076776614
Cachoeira,Cachoeira,-12.6178,-38.9558,Brazil,BR,BRA,Bahia,,34535.0,1076370546
Parnarama,Parnarama,-5.6819,-43.0928,Brazil,BR,BRA,Maranhão,,34586.0,1076586563
Cícero Dantas,Cicero Dantas,-10.6,-38.3828,Brazil,BR,BRA,Bahia,,34478.0,1076276017
Iturama,Iturama,-19.7278,-50.1958,Brazil,BR,BRA,Minas Gerais,,34456.0,1076049375
Vassouras,Vassouras,-22.4039,-43.6628,Brazil,BR,BRA,Rio de Janeiro,,34410.0,1076049981
Jaguaribe,Jaguaribe,-5.8908,-38.6219,Brazil,BR,BRA,Ceará,,34409.0,1076039425
Missão Velha,Missao Velha,-7.25,-39.1428,Brazil,BR,BRA,Ceará,,34274.0,1076844582
São Sebastião,Sao Sebastiao,-9.9339,-36.5539,Brazil,BR,BRA,Alagoas,,34211.0,1076306142
Penalva,Penalva,-3.2939,-45.1739,Brazil,BR,BRA,Maranhão,,34267.0,1076744863
São Desidério,Sao Desiderio,-12.3628,-44.9728,Brazil,BR,BRA,Bahia,,34266.0,1076278126
Goianira,Goianira,-16.4958,-49.4258,Brazil,BR,BRA,Goiás,,34060.0,1076457587
Cravinhos,Cravinhos,-21.3403,-47.7294,Brazil,BR,BRA,São Paulo,,34110.0,1076465069
Matozinhos,Matozinhos,-19.5578,-44.0808,Brazil,BR,BRA,Minas Gerais,,33955.0,1076626899
Eirunepé,Eirunepe,-6.6597,-69.8744,Brazil,BR,BRA,Amazonas,,34025.0,1076884388
Brumadinho,Brumadinho,-20.1428,-44.2,Brazil,BR,BRA,Minas Gerais,,33973.0,1076272564
Pôrto de Moz,Porto de Moz,-1.7478,-52.2378,Brazil,BR,BRA,Pará,,33956.0,1076963542
Descalvado,Descalvado,-21.9039,-47.6189,Brazil,BR,BRA,São Paulo,,33910.0,1076021755
Turiaçu,Turiacu,-1.6628,-45.3719,Brazil,BR,BRA,Maranhão,,33933.0,1076381653
Custódia,Custodia,-8.0875,-37.6431,Brazil,BR,BRA,Pernambuco,,33855.0,1076621453
Sertânia,Sertania,-8.0706,-37.2658,Brazil,BR,BRA,Pernambuco,,33787.0,1076986072
Poço Redondo,Poco Redondo,-9.8058,-37.685,Brazil,BR,BRA,Sergipe,,33757.0,1076471819
Jaguarari,Jaguarari,-10.26,-40.1958,Brazil,BR,BRA,Bahia,,33746.0,1076470682
Tucumã,Tucuma,-6.7519,-51.1539,Brazil,BR,BRA,Pará,,33690.0,1076697803
Ibaté,Ibate,-21.955,-47.9969,Brazil,BR,BRA,São Paulo,,33535.0,1076395966
Barra do Bugres,Barra do Bugres,-15.0728,-57.1808,Brazil,BR,BRA,Mato Grosso,,33644.0,1076717726
São Domingos do Maranhão,Sao Domingos do Maranhao,-5.5758,-44.385,Brazil,BR,BRA,Maranhão,,33607.0,1076192320
São Bento,Sao Bento,-6.4858,-37.4508,Brazil,BR,BRA,Paraíba,,33464.0,1076842336
Iperó,Ipero,-23.3503,-47.6886,Brazil,BR,BRA,São Paulo,,33367.0,1076747973
Caçapava do Sul,Cacapava do Sul,-30.5119,-53.4908,Brazil,BR,BRA,Rio Grande do Sul,,33548.0,1076550820
Pôrto União,Porto Uniao,-26.2378,-51.0778,Brazil,BR,BRA,Santa Catarina,,33493.0,1076057988
Bôca do Acre,Boca do Acre,-8.7519,-67.3978,Brazil,BR,BRA,Amazonas,,33498.0,1076558816
Baturité,Baturite,-4.3289,-38.885,Brazil,BR,BRA,Ceará,,33321.0,1076144455
Brejo,Brejo,-3.6839,-42.75,Brazil,BR,BRA,Maranhão,,33359.0,1076010144
Conceição de Jacuípe,Conceicao de Jacuipe,-12.3269,-38.765,Brazil,BR,BRA,Bahia,,33354.0,1076309231
São Luís Gonzaga,Sao Luis Gonzaga,-28.4078,-54.9608,Brazil,BR,BRA,Rio Grande do Sul,,33293.0,1076320357
Canavieiras,Canavieiras,-15.675,-38.9469,Brazil,BR,BRA,Bahia,,33268.0,1076258532
Almeirim,Almeirim,-1.5228,-52.5819,Brazil,BR,BRA,Pará,,33282.0,1076655786
Camacan,Camacan,-15.4189,-39.4958,Brazil,BR,BRA,Bahia,,33197.0,1076604615
Coxim,Coxim,-18.5069,-54.76,Brazil,BR,BRA,Mato Grosso do Sul,,33231.0,1076196665
Correntina,Correntina,-13.3428,-44.6369,Brazil,BR,BRA,Bahia,,33183.0,1076400445
Água Preta,Agua Preta,-8.7,-35.35,Brazil,BR,BRA,Pernambuco,,33095.0,1076495726
Palmeira das Missões,Palmeira das Missoes,-27.8989,-53.3139,Brazil,BR,BRA,Rio Grande do Sul,,33131.0,1076243689
Rio das Pedras,Rio das Pedras,-22.8428,-47.6058,Brazil,BR,BRA,São Paulo,,32982.0,1076199521
Biritiba-Mirim,Biritiba-Mirim,-23.5728,-46.0389,Brazil,BR,BRA,São Paulo,,32936.0,1076510731
Maragogi,Maragogi,-9.0122,-35.2225,Brazil,BR,BRA,Alagoas,,32940.0,1076984582
Osvaldo Cruz,Osvaldo Cruz,-21.7967,-50.8786,Brazil,BR,BRA,São Paulo,,33000.0,1076438430
Esperança,Esperanca,-7.0333,-35.85,Brazil,BR,BRA,Paraíba,,32785.0,1076765835
Gandu,Gandu,-13.7439,-39.4869,Brazil,BR,BRA,Bahia,,32809.0,1076167274
Curralinho,Curralinho,-1.8139,-49.795,Brazil,BR,BRA,Pará,,32881.0,1076735826
Campos Novos,Campos Novos,-27.4019,-51.225,Brazil,BR,BRA,Santa Catarina,,32824.0,1076882483
São João da Barra,Sao Joao da Barra,-21.64,-41.0508,Brazil,BR,BRA,Rio de Janeiro,,32747.0,1076887451
Presidente Figueiredo,Presidente Figueiredo,-2.0172,-60.025,Brazil,BR,BRA,Amazonas,,32812.0,1076857891
Monteiro,Monteiro,-7.8889,-37.12,Brazil,BR,BRA,Paraíba,,32774.0,1076669282
São Miguel Arcanjo,Sao Miguel Arcanjo,-23.8778,-47.9969,Brazil,BR,BRA,São Paulo,,32769.0,1076595585
Mandaguari,Mandaguari,-23.5478,-51.6708,Brazil,BR,BRA,Paraná,,32658.0,1076000964
Pombal,Pombal,-6.77,-37.8019,Brazil,BR,BRA,Paraíba,,32712.0,1076681392
Espigão D’Oeste,Espigao D'Oeste,-11.5247,-61.0128,Brazil,BR,BRA,Rondônia,,32695.0,1076120982
Cururupu,Cururupu,-1.8278,-44.8678,Brazil,BR,BRA,Maranhão,,32626.0,1076284280
Paratinga,Paratinga,-12.6908,-43.1839,Brazil,BR,BRA,Bahia,,32636.0,1076218209
São José do Belmonte,Sao Jose do Belmonte,-7.8608,-38.76,Brazil,BR,BRA,Pernambuco,,32617.0,1076639958
Jaguariaíva,Jaguariaiva,-24.2508,-49.7058,Brazil,BR,BRA,Paraná,,32606.0,1076322206
Nossa Senhora da Glória,Nossa Senhora da Gloria,-10.2178,-37.42,Brazil,BR,BRA,Sergipe,,32497.0,1076396481
Goiatuba,Goiatuba,-18.0128,-49.3569,Brazil,BR,BRA,Goiás,,32492.0,1076079439
Barreirinha,Barreirinha,-2.8025,-57.0686,Brazil,BR,BRA,Amazonas,,32483.0,1076984519
São José da Tapera,Sao Jose da Tapera,-9.5578,-37.3808,Brazil,BR,BRA,Alagoas,,32405.0,1076222428
Gramado,Gramado,-29.3789,-50.8739,Brazil,BR,BRA,Rio Grande do Sul,,32273.0,1076167286
Cachoeira Paulista,Cachoeira Paulista,-22.665,-45.0094,Brazil,BR,BRA,São Paulo,,32294.0,1076563996
Carangola,Carangola,-20.7328,-42.0289,Brazil,BR,BRA,Minas Gerais,,32296.0,1076047833
Guararapes,Guararapes,-21.2608,-50.6428,Brazil,BR,BRA,São Paulo,,32346.0,1076646816
São Raimundo Nonato,Sao Raimundo Nonato,-9.015,-42.6989,Brazil,BR,BRA,Piauí,,32327.0,1076608833
Miguel Alves,Miguel Alves,-4.1658,-42.895,Brazil,BR,BRA,Piauí,,32289.0,1076086416
Ilhabela,Ilhabela,-23.7778,-45.3578,Brazil,BR,BRA,São Paulo,,32197.0,1076323267
Jaguaruana,Jaguaruana,-4.8339,-37.7808,Brazil,BR,BRA,Ceará,,32236.0,1076906413
João Câmara,Joao Camara,-5.5378,-35.82,Brazil,BR,BRA,Rio Grande do Norte,,32227.0,1076573306
Poconé,Pocone,-16.2569,-56.6228,Brazil,BR,BRA,Mato Grosso,,32205.0,1076449216
Bandeirantes,Bandeirantes,-23.11,-50.3678,Brazil,BR,BRA,Paraná,,32184.0,1076892563
Itamarandiba,Itamarandiba,-17.8569,-42.8589,Brazil,BR,BRA,Minas Gerais,,32175.0,1076820842
Palmeira,Palmeira,-25.4289,-50.0058,Brazil,BR,BRA,Paraná,,32123.0,1076227836
Colíder,Colider,-10.8128,-55.455,Brazil,BR,BRA,Mato Grosso,,32120.0,1076780919
Guaratuba,Guaratuba,-25.8828,-48.575,Brazil,BR,BRA,Paraná,,32095.0,1076880478
Gurupá,Gurupa,-1.405,-51.64,Brazil,BR,BRA,Pará,,32049.0,1076469550
Marialva,Marialva,-23.485,-51.7919,Brazil,BR,BRA,Paraná,,31959.0,1076544129
São Gabriel,Sao Gabriel,-19.0169,-40.5358,Brazil,BR,BRA,Espírito Santo,,31859.0,1076212257
Piuí,Piui,-20.465,-45.9578,Brazil,BR,BRA,Minas Gerais,,31883.0,1076338261
Igrejinha,Igrejinha,-29.5739,-50.79,Brazil,BR,BRA,Rio Grande do Sul,,31660.0,1076637934
Ruy Barbosa,Ruy Barbosa,-12.2839,-40.4939,Brazil,BR,BRA,Bahia,,31867.0,1076207484
Domingos Martins,Domingos Martins,-20.3628,-40.6589,Brazil,BR,BRA,Espírito Santo,,31847.0,1076223781
São José do Egito,Sao Jose do Egito,-7.4733,-37.2744,Brazil,BR,BRA,Pernambuco,,31829.0,1076085111
Ubajara,Ubajara,-3.8544,-40.9211,Brazil,BR,BRA,Ceará,,31787.0,1076215653
São Gotardo,Sao Gotardo,-19.3108,-46.0489,Brazil,BR,BRA,Minas Gerais,,31819.0,1076795698
Ivaiporã,Ivaipora,-24.2478,-51.685,Brazil,BR,BRA,Paraná,,31816.0,1076889382
Monção,Moncao,-3.4919,-45.2508,Brazil,BR,BRA,Maranhão,,31738.0,1076424979
Paracuru,Paracuru,-3.41,-39.0308,Brazil,BR,BRA,Ceará,,31636.0,1076591278
Irituia,Irituia,-1.7689,-47.4389,Brazil,BR,BRA,Pará,,31664.0,1076738567
Exu,Exu,-7.5133,-39.7239,Brazil,BR,BRA,Pernambuco,,31636.0,1076979284
Morro Agudo,Morro Agudo,-20.7314,-48.0578,Brazil,BR,BRA,São Paulo,,31620.0,1076136085
Ouro Fino,Ouro Fino,-22.2828,-46.3689,Brazil,BR,BRA,Minas Gerais,,31568.0,1076007504
